Index,user,date,review,movie,polarity,sentiment
97,navendukrishnan,27 October 2019,"Kaithi - Diwali GiftKaithi one kind , different, perfect diwali entertainer. story never seen Indian film history. Its intriguing , thrilling till end.I cannot say much story complicated perfectly gripping out.LOkesh Kanagaraj crafted perfect story direction us. casting perfect. Karthi rocks hero role. Narain's best comeback while. best performer movie George Maryan. Till got comic role presents silly guy, movie even attitude, took audience 's applause fully. Sathyan Sooryan's Cinematography bloody beautiful. loved works Yuddham sei, Mugamoodi, Theeran etc.You shouldn't miss movie please watch theater wont regret.There not much negative things movie, however felt sentimental scenes karthi dramatic falling-getting cliche fight irrelevant. But doesn't even stand entertainment movie gives.     found helpful. Was review helpful? Sign vote. Permalink",Kaithi,0.276984126984127,positive
98,tegrazero,22 April 2020,"Mother Teresa India charity home 'sold babies'!yes it's factual! watch hells angel christopher hitchens don't believe it.movie propaganda push rice bag conversions.let's talk plot. drug,crimminal. BORING stuff. movie slower moon cycle. took   power naps movie still going on!      found helpful. Was review helpful? Sign vote. Permalink",Kaithi,-0.55,negative
99,santhosh,21 April 2019,"Good Movie  st half. movie boring  nd half. movie not good Muni, Kanchana Kanchana  . movie not worst but somewhat good performances Raghava Lawrence, Kovai Sarala, Devadarshini Sriman. three heroines not needed movie. Songs not good movie. BGM good movie. movie continuity mistakes. Soori not used movie. Many characters not used well movie. movie not worst but movie good.      found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.18888888888888900,positive
100,saru,27 August 2019,"worst installment far.The plot seemed heavily inspired actor's real-life exaggerated high fictional note.Since previous installments series hit, doesn't mean upcoming installment would well movie best example philosophy. Finally, they've spoiled long series going well Tamil Cinema.Although action sequence movie start nice.     found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,-0.030763888888888900,negative
101,sreeragmeppadath,19 May 2019,Nothing new.Worst installment.Avoid thisTo makers Please dont release       found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,0.0,negative
102,hiflyplane,19 May 2019,Known story line. But doesn't deter overall entertainment value fun factors. Can watch casual family comedy sort entertainment.     found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,-0.06666666666666670,negative
103,Sibi,5 May 2019,"senthil's dialogue, title says everything.       found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.0,negative
104,pessu,19 April 2019,"Comedy , horror & entertainment it's bring mind serious art type movie stay home. masses sit laugh enjoy go home ... don't bring mind judge something made entertain.      found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.12222222222222200,positive
105,Monarch,19 July 2019,"If planned watch movie, please turn off brain runtime. Incredibly chiched, misgyonistic, trash movie over top performances. If hell bent watching movie, would better off previous installments franchise. Because plot time enjoyable. glad didn't spent money watch theatres.     found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.3761904761904760,positive
106,kariamalar,28 April 2019,Superb performance kovai sarala.Loved itacting- /  plot- . /  e value- /        found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,1.0,positive
107,praveenfaster,23 May 2019,"No logic no new scenes no screenplay. wish watch horror film, go watch children but don't expect anything, nothing.     found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,-0.06818181818181820,negative
108,Narender,20 April 2019,"As kanchana franchise movie really disappoint plot sequences Kanchana movie, nothing engage boring film..       found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,-0.4,negative
109,swarupatekumar,3 May 2019,Routine movie poor entertainment movie scenes give headache      found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,-0.4,negative
110,pragione,24 April 2019,Sequel carrying style. but yet make us laugh least    places. but finally whats point ending super boring flashback super idiotic climax. seems like power rangers end. people expecting little entertainment. but finally didn't come well like kanchana.      found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,-0.13194444444444400,negative
111,shibinasks,11 June 2019,He made movie template using repeatedly quute exhausting watch. One worst movies ever watched.     found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,-0.7,negative
112,dashamoolam,28 May 2019,Waste money don't watch seriesThis movie crap      found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,-0.5,negative
113,arjunss,26 April 2019,"If looking family entertainer, good choice. However story similar previous parts, little bit new elements added. horror elements periodically timed humour scenes. In fact, sound makes horror feel visuals. A good first half flash back oriented second part. traditional screenplay Muni Series. Kanchana   also follows trademark.      found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.1387941919191920,positive
114,silentmonk,19 May 2019,"Cant stop laughing, also gave good morality. really liked it....      found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.6500000000000000,positive
115,sharoonsrn,27 May 2019,"If true movie fan don't watch film may attempt suicide.Nothing scenario.Lawrence fantastic dancer not good writer director. He wants old aged masalas,glam dolls,jokeless comedy,flying fights thats doent make sense.       found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.10000000000000000,positive
116,gummidiomkar,23 April 2019, st half good horror scenes comedy.  nd half lacks little bit both. good watch but not highly good. better concept change.      found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,0.14702380952381000,positive
117,pavithra,19 April 2019,"Fun loaded laughed tears, usual Ragava Lawrence rocked dance.Kovai sarala rocked Devadharshini given best team her.      found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.4375,positive
118,rekresh,30 April 2019,"Super entertaining, scary , real ghost effect . Good effort ... enjoy watching .      found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,0.2722222222222220,positive
119,krishgnanam,28 December 2019,"One worst film Tamil cinema. If ragava Lawrence doesn't new story, choose good writer paying money, instead killing Tamil people worst story, ghost catch incidentally, not delibaretely going ghost place touching ghost follow them... Really worst film... All mokka comedy, waste three heroin....     found helpful. Was review helpful? Sign vote. Permalink",Kanchana 3,-0.2662337662337660,negative
120,abhayroxxx,7 May 2019,Best part movie left theater.       found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,0.5,positive
121,murlesamb,27 April 2019,Feels little disappointment due over expectation      found helpful. Was review helpful? Sign vote. Permalink,Kanchana 3,-0.30416666666666700,negative
